x,y,size,category
192.33333333333334,18.666666666666668,6.0,small
201.6,22.05,20.0,large
368.59090909090907,36.72727272727273,22.0,large
417.8888888888889,47.888888888888886,9.0,small
150.3913043478261,54.78260869565217,23.0,large
350.6363636363636,55.09090909090909,11.0,small
417.61538461538464,56.61538461538461,13.0,small
347.3333333333333,60.77777777777778,9.0,small
340.3333333333333,64.91666666666667,12.0,small
83.45,71.95,20.0,large
473.5263157894737,71.36842105263158,19.0,large
221.88235294117646,76.58823529411765,17.0,large
16.142857142857142,85.19047619047619,21.0,large
407.2857142857143,97.04761904761905,21.0,large
222.8421052631579,143.05263157894737,19.0,large
288.0,149.2,10.0,small
282.625,153.25,8.0,small
227.7826086956522,200.7826086956522,23.0,large
362.8,200.8,15.0,small
454.7857142857143,202.42857142857142,14.0,small
343.2,228.46666666666667,15.0,small
407.6,239.7,10.0,small
199.0,248.61904761904762,21.0,large
212.75,265.625,8.0,small
22.157894736842106,289.8421052631579,19.0,large
250.95,299.1,20.0,large
229.92307692307693,301.6923076923077,13.0,small
158.92857142857142,313.85714285714283,14.0,small
139.3181818181818,326.04545454545456,22.0,large
350.04761904761904,367.1904761904762,21.0,large
420.72727272727275,367.1818181818182,11.0,small
23.083333333333332,370.8333333333333,12.0,small
125.53333333333333,373.8666666666667,15.0,small
425.1818181818182,381.1818181818182,11.0,small
415.1,383.7,20.0,large
457.88235294117646,397.4117647058824,17.0,large
318.27272727272725,398.1818181818182,11.0,small
486.0,403.1,20.0,large
44.0,415.0,21.0,large
292.0,418.0,21.0,large
133.21052631578948,441.0,19.0,large
412.14285714285717,454.1904761904762,21.0,large
178.7,482.4,20.0,large
40.36363636363637,484.45454545454544,11.0,small
80.41666666666667,496.25,12.0,small
216.72222222222223,500.55555555555554,18.0,large
