x,y,size,category
184.71428571428572,7.5,14.0,small
283.27272727272725,11.045454545454545,22.0,large
233.43478260869566,17.26086956521739,23.0,large
362.5,17.5,14.0,small
8.8,18.9,10.0,small
56.291666666666664,23.916666666666668,24.0,large
188.16666666666666,34.083333333333336,12.0,small
20.071428571428573,45.785714285714285,14.0,small
105.27777777777777,51.166666666666664,18.0,small
365.45,74.95,20.0,large
314.1818181818182,88.77272727272727,22.0,large
329.5,92.2,10.0,small
332.3333333333333,160.25,12.0,small
312.0,166.0952380952381,21.0,large
321.84615384615387,165.46153846153845,13.0,small
178.8235294117647,172.47058823529412,17.0,small
308.6666666666667,173.0,9.0,small
76.83333333333333,176.91666666666666,12.0,small
303.11764705882354,177.11764705882354,17.0,small
179.65217391304347,178.82608695652175,23.0,large
410.2692307692308,207.34615384615384,26.0,large
344.8333333333333,219.33333333333334,12.0,small
25.5,221.58333333333334,12.0,small
212.84615384615384,221.53846153846155,13.0,small
278.9259259259259,278.7037037037037,27.0,large
451.92857142857144,278.57142857142856,14.0,small
456.93333333333334,290.1333333333333,15.0,small
88.63157894736842,295.5263157894737,19.0,large
28.318181818181817,299.04545454545456,22.0,large
277.82608695652175,300.0,23.0,large
348.0,318.16,25.0,large
406.7647058823529,323.2352941176471,17.0,small
420.2173913043478,326.0869565217391,23.0,large
229.5,326.5,14.0,small
13.28,331.36,25.0,large
488.95454545454544,333.27272727272725,22.0,large
420.0,360.15384615384613,13.0,small
409.4166666666667,361.0833333333333,12.0,small
390.0769230769231,374.6923076923077,13.0,small
211.5,379.2,10.0,small
40.411764705882355,386.94117647058823,17.0,small
187.45833333333334,390.375,24.0,large
212.5,389.3333333333333,12.0,small
215.4,393.6,10.0,small
297.7142857142857,394.0952380952381,21.0,large
219.7058823529412,398.70588235294116,17.0,small
130.8235294117647,401.8235294117647,17.0,small
302.61764705882354,414.1470588235294,34.0,large
83.04166666666667,434.2916666666667,24.0,large
124.85,443.45,20.0,large
390.6666666666667,442.3333333333333,15.0,small
106.92307692307692,473.2307692307692,13.0,small
218.80769230769232,476.46153846153845,26.0,large
228.30769230769232,501.9230769230769,13.0,small
