x,y,size,category
17.583333333333332,19.583333333333332,12.0,small
396.22222222222223,34.333333333333336,9.0,small
184.0,42.0,9.0,small
210.26315789473685,45.05263157894737,19.0,large
278.625,65.375,8.0,small
65.8,66.0,10.0,small
313.1578947368421,85.6842105263158,19.0,large
225.6315789473684,90.73684210526316,19.0,large
380.2,109.0,10.0,small
4.666666666666667,111.11111111111111,9.0,small
24.208333333333332,114.375,24.0,large
170.75,122.0,16.0,small
259.0,134.2,10.0,small
32.526315789473685,144.3684210526316,19.0,large
256.7647058823529,185.58823529411765,17.0,large
129.7826086956522,189.7826086956522,23.0,large
191.9090909090909,190.63636363636363,11.0,small
496.46153846153845,194.92307692307693,13.0,small
412.5,203.71428571428572,14.0,small
493.1,209.8,10.0,small
93.74193548387096,221.58064516129033,31.0,large
375.4166666666667,235.91666666666666,12.0,small
424.64285714285717,254.92857142857142,14.0,small
44.07142857142857,266.2142857142857,14.0,small
199.63636363636363,278.3636363636364,11.0,small
179.0,297.2857142857143,7.0,small
164.1764705882353,306.1764705882353,17.0,large
442.44444444444446,328.6666666666667,9.0,small
144.9047619047619,334.0952380952381,21.0,large
126.80952380952381,336.76190476190476,21.0,large
188.27777777777777,351.1111111111111,18.0,large
148.0,352.5,18.0,large
195.11111111111111,392.3333333333333,9.0,small
415.6666666666667,409.22222222222223,9.0,small
121.72727272727273,446.8181818181818,11.0,small
414.8181818181818,447.45454545454544,11.0,small
432.72222222222223,454.1111111111111,18.0,small
197.1818181818182,502.90909090909093,22.0,large
231.22222222222223,503.44444444444446,18.0,large
272.5,510.2,10.0,large
