x,y,size,category
399.3181818181818,8.954545454545455,22.0,large
303.7142857142857,24.19047619047619,21.0,large
75.0909090909091,27.90909090909091,22.0,large
376.1363636363636,28.227272727272727,22.0,large
450.75,30.5625,16.0,small
218.1304347826087,32.73913043478261,23.0,large
46.285714285714285,33.5,14.0,small
182.6153846153846,50.23076923076923,13.0,small
303.5,56.5,14.0,small
370.38461538461536,74.61538461538461,13.0,small
379.7368421052632,84.42105263157895,19.0,large
37.1875,89.1875,16.0,large
317.95,103.1,20.0,large
121.28571428571428,122.5,14.0,small
76.36363636363636,160.9090909090909,11.0,small
108.86363636363636,172.95454545454547,22.0,large
272.6,192.6,15.0,small
14.5,214.7142857142857,14.0,small
125.84615384615384,219.53846153846155,13.0,small
61.73333333333333,232.06666666666663,15.0,small
47.45,234.25,20.0,large
42.0,241.8,10.0,small
36.38461538461539,251.07692307692307,13.0,small
384.6666666666667,264.8333333333333,18.0,large
34.38461538461539,268.0769230769231,13.0,small
35.0,275.0,9.0,small
78.46153846153847,288.15384615384613,13.0,small
412.2,290.7,10.0,small
187.84615384615384,295.53846153846155,13.0,small
188.25,312.25,20.0,large
282.5,318.5,14.0,small
176.95454545454547,326.3181818181818,22.0,large
12.25,335.0,20.0,large
188.0,338.6,15.0,small
209.91304347826087,339.3478260869565,23.0,large
502.4347826086956,340.39130434782606,23.0,large
262.5,343.0,20.0,large
463.11764705882354,346.0,34.0,combination
424.0952380952381,362.1904761904762,21.0,large
292.2,363.0,10.0,small
210.2,372.55,20.0,large
438.0,380.7083333333333,24.0,large
288.75,387.6666666666667,12.0,small
299.5,389.22222222222223,18.0,large
349.84615384615387,401.61538461538464,13.0,small
212.3636363636364,409.09090909090907,11.0,small
1.3333333333333333,409.77777777777777,9.0,small
2.6666666666666665,418.0833333333333,12.0,small
88.38888888888889,419.27777777777777,18.0,large
70.57142857142857,429.2142857142857,14.0,small
219.78571428571428,437.6428571428572,14.0,small
218.6,454.4,15.0,small
361.0,454.5625,16.0,small
136.8095238095238,466.04761904761904,21.0,small
144.0,468.2857142857143,7.0,small
150.0909090909091,472.3636363636364,11.0,small
160.71428571428572,472.1428571428572,7.0,combination
155.0,473.2857142857143,7.0,small
164.6153846153846,474.38461538461536,13.0,small
165.9,481.45,20.0,large
359.53333333333336,494.4,15.0,small
321.0,200.0,,small
