x,y,size,category
382.84,23.2,25.0,large
408.6428571428572,24.285714285714285,14.0,small
47.5,44.66666666666666,12.0,small
67.58333333333333,51.16666666666666,12.0,small
227.0,54.11111111111112,18.0,large
433.8421052631579,70.15789473684211,19.0,large
77.26315789473684,76.36842105263158,19.0,large
64.80952380952381,76.95238095238095,21.0,large
170.5,81.25,12.0,small
465.8888888888889,122.66666666666669,9.0,small
39.36363636363637,129.0909090909091,22.0,large
139.5,149.42857142857142,14.0,small
480.0769230769231,161.0,13.0,small
66.45454545454545,165.27272727272728,11.0,small
437.3571428571428,173.28571428571428,14.0,small
66.63636363636364,180.54545454545453,11.0,small
495.8666666666667,181.46666666666667,15.0,small
421.54545454545456,187.63636363636363,11.0,small
29.11764705882353,201.41176470588235,17.0,large
417.9090909090909,234.63636363636363,11.0,small
156.3846153846154,238.3846153846154,13.0,small
53.76923076923077,249.30769230769232,13.0,small
46.083333333333336,265.0833333333333,24.0,large
23.181818181818183,266.54545454545456,11.0,small
102.5,267.27777777777777,18.0,large
183.3181818181818,269.1363636363636,22.0,large
426.2916666666667,273.875,24.0,large
347.5,296.0,26.0,large
268.3333333333333,308.8333333333333,12.0,small
471.7826086956522,312.9130434782609,23.0,large
150.25,332.6666666666667,12.0,small
421.0952380952381,336.4761904761905,21.0,large
498.45454545454544,364.9090909090909,11.0,small
299.7,392.9,20.0,large
74.85,406.85,20.0,large
51.47368421052632,419.3157894736842,19.0,large
264.8181818181818,422.09090909090907,22.0,large
352.90909090909093,436.3636363636364,11.0,small
83.125,455.8333333333333,24.0,large
487.0,463.8,10.0,small
461.05,481.1,20.0,large
430.6190476190476,497.04761904761904,21.0,large
126.66666666666669,499.4761904761905,21.0,large
457.0,370.0,,large
