x,y,size,category
303.46666666666664,5.0,15.0,large
318.375,7.5,16.0,large
451.125,31.875,16.0,large
394.1818181818182,32.81818181818182,11.0,small
230.375,37.0,16.0,large
228.1818181818182,45.36363636363637,11.0,small
340.3809523809524,54.142857142857146,21.0,large
465.3333333333333,58.5,12.0,large
453.65,67.6,20.0,large
348.0,74.5,10.0,small
507.6923076923077,74.61538461538461,13.0,large
4.8,78.5,10.0,large
77.66666666666667,88.66666666666667,15.0,large
159.5,103.0,16.0,large
65.66666666666667,114.88888888888889,9.0,small
387.7692307692308,118.26923076923077,26.0,large
35.69230769230769,129.0,13.0,small
319.2631578947368,137.42105263157896,38.0,combination
257.0,138.72727272727272,11.0,small
416.6842105263158,149.3684210526316,19.0,large
297.7,170.6,10.0,small
89.5,173.0,10.0,small
224.33333333333334,194.33333333333334,6.0,small
52.38461538461539,200.6153846153846,13.0,small
446.6666666666667,206.73333333333332,15.0,large
44.10526315789474,214.52631578947367,19.0,large
232.5,225.875,8.0,small
15.0,244.2,10.0,small
508.2,247.4,5.0,small
65.72727272727273,265.8181818181818,11.0,small
467.9,272.2,10.0,small
422.4,273.2,5.0,small
428.0,274.0,7.0,small
500.38461538461536,274.38461538461536,13.0,large
306.1111111111111,300.55555555555554,9.0,small
317.6666666666667,302.6666666666667,6.0,small
46.09090909090909,305.3636363636364,11.0,small
97.33333333333333,313.5,6.0,small
155.75,313.3333333333333,12.0,small
407.75,324.25,8.0,small
106.28571428571429,334.0,14.0,large
5.666666666666667,336.22222222222223,9.0,small
477.0,335.5,6.0,small
366.84615384615387,339.9230769230769,13.0,large
54.6,345.4,10.0,small
82.41666666666667,348.0,12.0,small
209.92857142857142,351.85714285714283,14.0,large
374.6666666666667,357.1111111111111,9.0,small
368.0,364.90909090909093,11.0,small
281.0,374.6666666666667,15.0,large
299.875,377.875,8.0,small
2.75,380.5,8.0,small
301.2307692307692,384.2307692307692,13.0,large
112.88235294117646,389.4117647058824,17.0,large
5.833333333333333,391.0,6.0,small
454.9047619047619,401.4761904761905,21.0,large
292.4,401.2,5.0,small
304.0,401.5,8.0,small
155.6875,405.3125,16.0,large
7.875,405.375,8.0,small
213.76923076923077,407.9230769230769,13.0,combination
6.5,414.5,12.0,small
292.7142857142857,415.92857142857144,14.0,large
47.285714285714285,448.0,7.0,small
434.1666666666667,454.0,12.0,large
99.36363636363636,455.6363636363636,11.0,small
417.2,460.5,10.0,small
108.72727272727273,461.3636363636364,11.0,small
410.0,461.75,8.0,small
405.5,462.5,6.0,small
399.6666666666667,464.6666666666667,6.0,small
326.6,466.1,10.0,small
388.88,467.68,25.0,large
432.53333333333336,470.3333333333333,15.0,large
147.0,488.5,10.0,small
503.875,493.875,8.0,small
236.22222222222223,499.8888888888889,18.0,large
63.611111111111114,500.6111111111111,18.0,large
374.4,500.9,10.0,small
66.375,509.0,24.0,combination
